Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Finland,FIN,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,0,0,0,0
Finland,FIN,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,6280000000,5.09E+09,4.26E+09,4.15E+09
Finland,FIN,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,0,0,0,0
Finland,FIN,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,0,0,0,0
Finland,FIN,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,6280000000,5.09E+09,4.26E+09,4.15E+09
Finland,FIN,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,0,0,0,0
Finland,FIN,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,11600000000,1.12E+10,1.10E+10,1.08E+10
Finland,FIN,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,1.30E+11,1.30E+11,1.33E+11,1.34E+11
Finland,FIN,Net foreign assets (constant 2018 US$),NW.NFA.TO,1830000000,1.94E+10,1.74E+09,-1.80E+10
Finland,FIN,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,333.8884,3537.795,315.8379,-3236.17
Finland,FIN,Produced capital (constant 2018 US$),NW.PCA.TO,1.31E+12,1.33E+12,1.35E+12,1.38E+12
Finland,FIN,Produced capital per capita (constant 2018 US$),NW.PCA.PC,238873.7,241789.4,245261.3,250744.6
Finland,FIN,Total wealth (constant 2018 US$),NW.TOW.TO,3.32E+12,3.33E+12,3.34E+12,3.39E+12
Finland,FIN,Total wealth per capita (constant 2018 US$),NW.TOW.PC,606740.1,605769.8,606972.7,614629.9
France,FRA,Human capital (constant 2018 US$),NW.HCA.TO,2.16E+13,2.20E+13,2.25E+13,2.28E+13
France,FRA,Human capital per capita (constant 2018 US$),NW.HCA.PC,324299.1,330000.4,336245.7,340322.6
France,FRA,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,131617.7,127742.9,130434.9,132086.6
France,FRA,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,172861.6,182205.1,185848.9,188032
France,FRA,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,140185.2,136007.4,138667.1,140423.1
France,FRA,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,184113.9,193993.1,197578.6,199899.5
France,FRA,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,8567.549,8264.482,8232.265,8336.513
France,FRA,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,11252.29,11787.98,11729.67,11867.45
France,FRA,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,8.76E+12,8.52E+12,8.72E+12,8.85E+12
France,FRA,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,1.15E+13,1.22E+13,1.24E+13,1.26E+13
France,FRA,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,9.33E+12,9.07E+12,9.27E+12,9.40E+12
France,FRA,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,1.23E+13,1.29E+13,1.32E+13,1.34E+13
France,FRA,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,5.70E+11,5.51E+11,5.50E+11,5.58E+11
France,FRA,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,7.49E+11,7.87E+11,7.84E+11,7.95E+11
France,FRA,Natural capital (constant 2018 US$),NW.NCA.TO,5.96E+11,5.88E+11,5.56E+11,5.51E+11
France,FRA,Natural capital per capita (constant 2018 US$),NW.NCA.PC,8961.309,8816.538,8322.775,8222.536
France,FRA,"Natural capital per capita, agricultural land (constant 2018 US$)",NW.NCA.AGRI.PC,4326.758,4254.581,3951.7,3886.414
France,FRA,"Natural capital per capita, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.PC,2593.686,2534.972,2232.297,2188.674
France,FRA,"Natural capital per capita, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.PC,1733.072,1719.609,1719.403,1697.74
France,FRA,"Natural capital per capita, fisheries (constant 2018 US$)",NW.NCA.FISH.PC,53.73238,37.19674,36.31521,40.96218
France,FRA,"Natural capital per capita, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.PC,2299.615,2267.22,2328.862,2334.85
France,FRA,"Natural capital per capita, forests: timber (constant 2018 US$)",NW.NCA.FTIM.PC,348.4117,346.2191,345.5891,340.0248
France,FRA,"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,58.86875,43.67937,31.8972,24.90773
France,FRA,"Natural capital per capita, mangroves (constant 2018 US$)",NW.NCA.MANG.PC,0,0,0,0
France,FRA,"Natural capital per capita, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.PC,59.14634,43.91059,32.14389,25.15004
France,FRA,"Natural capital per capita, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.PC,0,0,0,0
France,FRA,"Natural capital per capita, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.PC,15.29062,9.547037,3.83107,0.478286
France,FRA,"Natural capital per capita, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.PC,0.277583,0.231219,0.246683,0.242304
France,FRA,"Natural capital per capita, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.PC,43.57813,34.13233,28.06613,24.42945
France,FRA,"Natural capital per capita, protected areas (constant 2018 US$)",NW.NCA.PRAR.PC,1873.645,1867.41,1628.165,1595.134
France,FRA,"Natural capital per capita, renewable (constant 2018 US$)",NW.NCA.RNEW.PC,8902.162,8772.627,8290.631,8197.386
France,FRA,"Natural capital, agricultural land (constant 2018 US$)",NW.NCA.AGRI.TO,2.88E+11,2.84E+11,2.64E+11,2.60E+11
France,FRA,"Natural capital, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.TO,1.73E+11,1.69E+11,1.49E+11,1.47E+11
France,FRA,"Natural capital, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.TO,1.15E+11,1.15E+11,1.15E+11,1.14E+11
France,FRA,"Natural capital, fisheries (constant 2018 US$)",NW.NCA.FISH.TO,3580000000,2.48E+09,2.43E+09,2.74E+09
France,FRA,"Natural capital, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.TO,1.53E+11,1.51E+11,1.56E+11,1.56E+11
France,FRA,"Natural capital, forests: timber (constant 2018 US$)",NW.NCA.FTIM.TO,23200000000,2.31E+10,2.31E+10,2.28E+10
France,FRA,"Natural capital, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.TO,3920000000,2.91E+09,2.13E+09,1.67E+09
France,FRA,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,0,0,0,0
France,FRA,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,3940000000,2.93E+09,2.15E+09,1.68E+09
France,FRA,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,0,0,0,0
France,FRA,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,1020000000,6.37E+08,2.56E+08,32028850
France,FRA,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,18472671,15427903,16494275,16226075
France,FRA,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,2900000000,2.28E+09,1.88E+09,1.64E+09
France,FRA,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,1.25E+11,1.25E+11,1.09E+11,1.07E+11
France,FRA,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,5.92E+11,5.85E+11,5.54E+11,5.49E+11
France,FRA,Net foreign assets (constant 2018 US$),NW.NFA.TO,-4.30E+11,-4.30E+11,-5.90E+11,-5.40E+11
France,FRA,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,-6404.39,-6445.11,-8813.56,-8083.58
France,FRA,Produced capital (constant 2018 US$),NW.PCA.TO,1.44E+13,1.46E+13,1.48E+13,1.51E+13
France,FRA,Produced capital per capita (constant 2018 US$),NW.PCA.PC,217024.2,219299.5,222010.6,225497.2
France,FRA,Total wealth (constant 2018 US$),NW.TOW.TO,3.62E+13,3.68E+13,3.73E+13,3.79E+13
France,FRA,Total wealth per capita (constant 2018 US$),NW.TOW.PC,543880.3,551671.4,557765.5,565958.8
Gabon,GAB,Human capital (constant 2018 US$),NW.HCA.TO,39100000000,4.00E+10,4.08E+10,4.05E+10
Gabon,GAB,Human capital per capita (constant 2018 US$),NW.HCA.PC,20097.45,19921.27,19740.77,19087.76
Gabon,GAB,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,9286.903,9221.254,9149.21,8855.208
Gabon,GAB,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,7010.16,6932.944,6858.619,6623.093
Gabon,GAB,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,11452.56,11371.6,11282.76,10920.2
Gabon,GAB,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,8644.892,8549.671,8458.013,8167.564
Gabon,GAB,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,2165.657,2150.348,2133.548,2064.988
Gabon,GAB,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,1634.733,1616.726,1599.394,1544.471
Gabon,GAB,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,18100000000,1.85E+10,1.89E+10,1.88E+10
Gabon,GAB,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,13700000000,1.39E+10,1.42E+10,1.40E+10
Gabon,GAB,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,22300000000,2.28E+10,2.33E+10,2.31E+10
Gabon,GAB,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,16800000000,1.72E+10,1.75E+10,1.73E+10
Gabon,GAB,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,4220000000,4.32E+09,4.41E+09,4.38E+09
Gabon,GAB,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,3180000000,3.25E+09,3.30E+09,3.27E+09
Gabon,GAB,Natural capital (constant 2018 US$),NW.NCA.TO,87400000000,7.80E+10,7.27E+10,6.98E+10
Gabon,GAB,Natural capital per capita (constant 2018 US$),NW.NCA.PC,44862.73,38824.62,35197.9,32937.89
Gabon,GAB,"Natural capital per capita, agricultural land (constant 2018 US$)",NW.NCA.AGRI.PC,1659.925,1636.324,1565.926,1443.658
Gabon,GAB,"Natural capital per capita, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.PC,1073.889,1053.484,1004.432,924.2891
Gabon,GAB,"Natural capital per capita, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.PC,586.0355,582.8403,561.4938,519.3688
Gabon,GAB,"Natural capital per capita, fisheries (constant 2018 US$)",NW.NCA.FISH.PC,42.6618,39.69565,34.7413,33.84867
Gabon,GAB,"Natural capital per capita, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.PC,5323.96,5251.02,5155.266,5066.147
Gabon,GAB,"Natural capital per capita, forests: timber (constant 2018 US$)",NW.NCA.FTIM.PC,3984.768,4317.608,4629.734,4775.675
Gabon,GAB,"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,33098.37,26835.54,23021.63,20890.86
Gabon,GAB,"Natural capital per capita, mangroves (constant 2018 US$)",NW.NCA.MANG.PC,31.45475,32.6225,33.77516,34.90703
Gabon,GAB,"Natural capital per capita, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.PC,33162.38,26898.98,23081.9,20938.88
Gabon,GAB,"Natural capital per capita, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.PC,0,0,0,0
Gabon,GAB,"Natural capital per capita, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.PC,667.6065,612.2428,588.3716,553.9501
Gabon,GAB,"Natural capital per capita, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.PC,64.00974,63.44361,60.26954,48.01158
Gabon,GAB,"Natural capital per capita, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.PC,32430.76,26223.3,22433.26,20336.91
Gabon,GAB,"Natural capital per capita, protected areas (constant 2018 US$)",NW.NCA.PRAR.PC,657.5866,648.3675,696.5545,644.7746
Gabon,GAB,"Natural capital per capita, renewable (constant 2018 US$)",NW.NCA.RNEW.PC,11700.36,11925.64,12116,11999.01
Gabon,GAB,"Natural capital, agricultural land (constant 2018 US$)",NW.NCA.AGRI.TO,3230000000,3.29E+09,3.23E+09,3.06E+09
Gabon,GAB,"Natural capital, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.TO,2090000000,2.12E+09,2.07E+09,1.96E+09
Gabon,GAB,"Natural capital, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.TO,1140000000,1.17E+09,1.16E+09,1.10E+09
Gabon,GAB,"Natural capital, fisheries (constant 2018 US$)",NW.NCA.FISH.TO,83091797,79703819,71734635,71734635
Gabon,GAB,"Natural capital, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.TO,10400000000,1.05E+10,1.06E+10,1.07E+10
Gabon,GAB,"Natural capital, forests: timber (constant 2018 US$)",NW.NCA.FTIM.TO,7760000000,8.67E+09,9.56E+09,1.01E+10
Gabon,GAB,"Natural capital, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.TO,64500000000,5.39E+10,4.75E+10,4.43E+10
Gabon,GAB,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,61263968,65501838,69739732,73977602
Gabon,GAB,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,64600000000,5.40E+10,4.77E+10,4.44E+10
Gabon,GAB,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,0,0,0,0
Gabon,GAB,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,1300000000,1.23E+09,1.21E+09,1.17E+09
Gabon,GAB,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,125000000,1.27E+08,1.24E+08,1.02E+08
Gabon,GAB,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,63200000000,5.27E+10,4.63E+10,4.31E+10
Gabon,GAB,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,1280000000,1.30E+09,1.44E+09,1.37E+09
Gabon,GAB,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,22800000000,2.39E+10,2.50E+10,2.54E+10
Gabon,GAB,Net foreign assets (constant 2018 US$),NW.NFA.TO,-8200000000,-1.20E+10,-1.50E+10,-1.30E+10
Gabon,GAB,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,-4187.73,-5947.03,-7155.67,-5971.96
Gabon,GAB,Produced capital (constant 2018 US$),NW.PCA.TO,42800000000,4.48E+10,4.67E+10,4.77E+10
Gabon,GAB,Produced capital per capita (constant 2018 US$),NW.PCA.PC,21965.45,22333.52,22637.9,22512.99
Gabon,GAB,Total wealth (constant 2018 US$),NW.TOW.TO,1.61E+11,1.51E+11,1.45E+11,1.45E+11
Gabon,GAB,Total wealth per capita (constant 2018 US$),NW.TOW.PC,82737.9,75132.39,70420.9,68566.68
Georgia,GEO,Human capital (constant 2018 US$),NW.HCA.TO,61900000000,6.37E+10,6.42E+10,6.74E+10
Georgia,GEO,Human capital per capita (constant 2018 US$),NW.HCA.PC,16607.07,17088.8,17230.15,18073.75
Georgia,GEO,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,5091.869,5270.302,5359.356,5611.983
Georgia,GEO,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,8055.128,8326.891,8480.058,8905.018
Georgia,GEO,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,6431.964,6623.658,6672.431,6986.953
Georgia,GEO,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,10175.1,10465.14,10557.72,11086.8
Georgia,GEO,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,1340.095,1353.356,1313.075,1374.97
Georgia,GEO,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,2119.976,2138.254,2077.665,2181.783
Georgia,GEO,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,19000000000,1.96E+10,2.00E+10,2.09E+10
Georgia,GEO,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,30000000000,3.10E+10,3.16E+10,3.32E+10
Georgia,GEO,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,24000000000,2.47E+10,2.49E+10,2.60E+10
Georgia,GEO,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,37900000000,3.90E+10,3.94E+10,4.13E+10
Georgia,GEO,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,4990000000,5.04E+09,4.90E+09,5.12E+09
Georgia,GEO,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,7900000000,7.97E+09,7.75E+09,8.13E+09
Georgia,GEO,Natural capital (constant 2018 US$),NW.NCA.TO,14700000000,1.40E+10,1.45E+10,1.46E+10
